ジブリ映画,天空の城ラピュタ,となりのトトロ,火垂るの墓,魔女の宅急便,平成狸合戦ぽんぽこ,紅の豚,耳をすませば,もののけ姫,ホーホケキョ となりの山田くん,千と千尋の神隠し,猫の恩返し,ハウルの動く城,ゲド戦記,崖の上のポニョ,借りぐらしのアリエッティ,コクリコ坂から,風立ちぬ,風の谷のナウシカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
童話（世界,三匹のこぶた,狼と7匹の子ヤギ,不思議の国のアリス,シンデレラ,白雪姫,赤ずきんちゃん,醜いアヒルの子,ヘンゼルとグレーテル,ジャックとまめの木,ブレーメンの音楽隊,大きなかぶ,金の斧・銀の斧,狼少年,裸の王様,フランダースの犬,マッチ売りの少女,ウサギとカメ,北風と太陽,ジャックと豆の木,ピノキオ,ピーター・パン,王様の耳はロバの耳,西遊記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
童話（日,おむすびころりん,三枚のお札,金太郎,猿蟹合戦,かちかちやま,かぐや姫,一寸法師,舌切り雀,ごんぎつね,一休さん,鶴の恩返し,花咲かじいさん,こぶとりじいさん,桃太郎,浦島太郎,わらしべ長者,かさ地蔵,まんじゅうこわい,泣いた赤鬼,クモの糸,注文の多い料理店,羅生門,ぐりとぐら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国民的アニメ,ドラえもん,アンパンマン,サザエさん,ちびまる子ちゃん,クレヨンしんちゃん,名探偵コナン,忍たま乱太郎,ドラゴンボール,ルパン三世,とっとこハム太郎,ジブリ映画,キテレツ大百科,こちら葛飾区亀有公園前派出所,Dr.スランプ アラレちゃん,ゲゲゲの鬼太郎,妖怪ウォッチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四文字熟語,威風堂々,十人十色,以心伝心,意気投合,一期一会,一騎当千,一致団結,起死回生,後生大事,試行錯誤,七転八起,疾風迅雷,質実剛健,順風満帆,初志貫徹,心機一転,誠心誠意,猪突猛進,品行方正,風林火山,粉骨砕身,無我夢中,勇気凛々,勇猛果敢,用意周到,七転八倒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ことわざ,阿吽の呼吸,秋茄子は嫁に食わすな,足をすくわれる,虻蜂取らず,雨降って地固まる,石橋を叩いて渡る,急がば回れ,犬の遠吠え,犬も歩けば棒に当たる,嘘から出た実,嘘八百,馬の耳に念仏,海老で鯛を釣る,鬼に金棒,風が吹けば桶屋が儲かる,果報は寝て待て,枯れ木も山の賑わい,可愛い子には旅させよ,窮鼠猫を噛む,口は禍の元,継続は力,犬猿の仲,目には目を,餅は餅屋,焼け石に水,病は気から,良薬は口に苦し,類は友を呼ぶ,災いを転じて福と為す,笑う門には福来る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ことわざ,後悔先に立たず,郷に入っては郷に従え,山椒は小粒でもぴりりと辛い,三人寄れば文殊の知恵,知らぬが仏,好きこそものの上手なれ,過ぎたるは猶及ばざるが如し,雀の涙,青天の霹靂,備えあれば患いなし,罪を憎んで人を憎まず,鉄は熱いうちに打て,情けは人の為ならず,二階から目薬,二兎追う者は一兎も得ず,盗人猛々しい,猫に小判,寝耳に水,人の振り見て我が振り直せ,火に油を注ぐ,火のない所に煙は立たぬ,百聞は一見に如かず,不幸中の幸い,へそで茶を沸かす,仏の顔も三度,馬子にも衣装,ミイラ取りがミイラになる,昔取った杵柄,目からうろこが落ちる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神格(or自称神),又吉イエス,志村けん,キリスト,仏陀,長嶋茂雄,クトゥルフ,空飛ぶスパゲッティ・モンスター,メジェド,夜神 月,関羽,桂歌丸,織田信長,ゼウス,オーディン,アヌビス,モーゼ,天照大御神,吉田沙保里,サタン,ニャルラトホテプ,アザゼル,ベルゼブブ,ベヒモス,バハムート,ルシファー,藤子・F・不二雄,手塚治虫,金正日,金正恩,唐澤貴洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
強い人,曙,ボブ・サップ,吉田 沙保里,アンディ・フグ,ラオウ,ケンシロウ,亀田 興毅,マイク・タイソン,田村亮子（谷亮子）,ガッツ石松,白鵬,朝青龍,貴乃花,ボビー・オロゴン,幕之内一歩,室伏 広治,ジャッキー・チェン,悟空,ベジータ,呂布,関羽,ゴリラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふわふわ,わたあめ,アフロ,スチールウール,雲,おっぱい,マシュマロ,羽毛布団,羊,たんぽぽの綿毛,生クリーム,スポンジ,毛虫,猫,メレンゲ,まりも,埃,雪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天気や大気,快晴,雨,くもり,雪,砂嵐,台風,竜巻,虹,雷,吹雪,濃霧,暴風,槍,瘴気,花粉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
うねうね,タコの足,ゲソ,植物のつた,麻縄,ビニール紐,ひもグミ,みみず,ムカデ,ゴム紐,ナメクジ,アニサキス,毛虫,芋虫,蛇,クラゲの触手,針金,尺取り虫,ヤマビル,ウミヘビ,ウミウシ,ウナギ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恐い話,トイレの花子さん,紫鏡,呪いのビデオ,メリーさんの電話,口裂け女,赤い部屋,きさらぎ駅,エクソシスト,耳なし芳一,注文の多い料理店,神隠し,歩く二宮金次郎像,走る人体標本,夜中に鳴るピアノ,羅生門,スレンダーマン,クトゥルフ神話,SCP,ほら、お前の後ろにも……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恐いもの,ピエロ,幽霊,死神,河童,エイリアン,ゾンビ,吸血鬼,ろくろ首,邪神,河童,人面犬,一つ目小僧,座敷童,変質者,饅頭,かーちゃん,自分の才能,蜘蛛,爆弾,日本人形,こけし,クッパ,マフィア,天狗,人食い鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
髪型,モヒカン,アフロ,ちょんまげ,スキンヘッド,M字ハゲ,ゴンさんの髪型,ツインテール,リーゼント,ポニーテール,ショートカット,波平ヘアー,ロングヘアー,角刈り,ドレッドヘア,三つ編み,お団子ヘア,縦ロール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あつい,松岡修造,火事,ホットプレート,爆弾,アイロン,太陽,猛暑,サウナ,溶鉱炉,溶岩,湯気,タバスコ,唐辛子,暴君ハバネロ,カレーライス,鍋料理,新婚夫婦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤い,だるま,いちご,とうがらし,さくらんぼ,蟹,ムック,シャア,りんご,血液,トマト,タコ,海老,薔薇,ルビー,赤信号,ベニテングタケ,消火器,夕日,マリオ,レッドマン,赤の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紅白,博麗 霊夢,紅白饅頭,食い倒れ人形,スイス国旗,日本国旗,カナダ国旗,紅白歌合戦,紅白帽,紅白幕,赤十字,日の丸弁当,鯉,ニワトリ,水引,ベニテングタケ,郵便のマーク,ショートケーキ,旭日旗,サンタクロース,ウォーリー(ウォーリーをさがせ),東京タワー,モンスターボール,止まれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄色い,レモン,東京バナナ,バナナ,とうもろこし,ひよこ,ピカチュウ,イチョウ,きりん,黄身,星,ライオン,三日月,パックマン,グレープフルーツ,チョコボ,黄色い救急車,満月,黄色の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄(橙)と黒,スピアー,エレブー,虎,スズメバチ,ミツバチ,阪神,アゲハ蝶,踏切,立ち入り禁止テープ,落石のおそれあり(標識),すべりやすい(標識),クロネコヤマト,放射線マーク,ティガー,ラムちゃん,しまじろう,ピカチュウ,ハドソン,キリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青い,地球,ブルーベリー,ドラえもん,海,空,サファイア,ゼニガメ,スライム（ドラクエ）,青い鳥,氷,青信号,ツイッター,アジサイ,ロックマン,ブルースクリーン,ブルーハワイ,青の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
緑,アロエ,ガチャピン,キュウリ,緑茶,エメラルド,サボテン,セロリ,パセリ,ピーマン,メロン,ブロッコリー,キャベツ,レタス,ゴーヤ,ルイージ,フシギダネ,ヨッシー,ドラゴン,緑の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫,紫キャベツ,ぶどう,あさがお,アジサイ,なす,ラベンダー,紫式部,さつまいも,トリカブト,ブルーベリー,フリーザ様,アメジスト,柴漬け,バイキンマン,紫ピクミン,メタモン,オオムラサキ,紫の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黒い,ブラックホール,墨,黒塗りの高級車,オレオ,コーヒー,コーラ,カラス,ゴリラ,黒猫,松崎しげる,こしょう,トリュフ,ダークマター,タイヤ,かりんとう,石炭,コナンの黒塗りの犯人像,暗闇,ゴジラ,黒の絵の具,ヘビ花火,ブラック企業,ブラックジョーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白い,消防車,紙,塩,砂糖,牛乳,そうめん,うさぎ,ヤギ,雲,雪,消しゴム,トイレ,歯,シロクマ,雪虫,綿,わたあめ,白狼,シロイルカ,羊,白鯨,シーツ,ワイシャツ,ドクツルタケ,カリフラワー,もやし,大根,白い松崎しげる,白の絵の具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白黒,パトカー,パンダ,シマウマ,オセロ,チェス,ダルメシアン,サッカーボール,牛,バク,ピアノ,陰陽玉（太極図・太陰太極図）,囲碁,ゴマ塩,ふたりはプリキュア,オレオ,おにぎり,スヌーピー,鯨幕（葬儀に使う白黒の幕,ミッキーマウス,シャチ,目玉,横断歩道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茶色,うんこ,チョコレート,泥,かりんとう,おはぎ,松崎しげる,カブトムシ,ゴキブリ,珈琲豆,カレー,味噌,土,茶色い絵の具,ハンバーグ,チョコレートソフトクリーム,犬の餌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭装備・顔装備,ニット帽,野球帽,ヘルメット,ハゲズラ,キャッチャーマスク,ちょんまげ,リーゼント,カチューシャ,猫耳,犬耳,うさ耳,狐耳,王冠,ティアラ,ナース帽,コック帽子,シルクハット,マリオの帽子,麦わら帽子,顔パック,ゴーグル,サングラス,眼鏡,鼻眼鏡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人外娘,アンデット娘,吸血鬼娘,エルフ娘,スライム娘,ラミア,デュラハン娘,蜘蛛女（アラクネ）,猫娘,竜人娘,人魚娘,魚人娘,サキュバス,狐娘,ハーピー,雪女,ケンタウロス娘,鬼娘,オーク娘,アンドロイド娘,天狗娘,単眼娘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人狼役職的何か,人狼,占い師,霊能者,狩人,狂人,猫又,村人,怪盗,パン屋,市長,狂信者,妖狐,キチガイ,魔女,巫女,勇者,共有者,暗殺者,聖職者,医者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
病気やケガ,インフルエンザ,風邪,骨折,打撲,擦り傷,肩こり,うつ病,花粉症,近視,高血圧,貧血,食中毒,痔（ぢ）,過労,熱中症,ノロウイルス,便秘,巻き爪,虫歯,ロリコン,腹痛,腰痛,頭痛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イベント,ハロウィン,正月,クリスマス,節分,バレンタインデー,ひなまつり,エイプリルフール,七夕,お盆,花見,海水浴,お月見,雪まつり,運動会,ねぶた祭,ヒトデ祭り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
服装,メイド服,セーラー服,バニーガール,ナース服,園児服,ふんどし一丁,全裸,水着,裸ワイシャツ,ボンテージ,着ぐるみ,チアガール,ジャージ,巫女服,ウェディングドレス,スーツ,婦警服,島風の服,葉っぱ1枚の服,サンタ服,着物,裸エプロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
職業（RPG),勇者,剣士,騎士,村人,魔法使い,聖職者,賢者,魔物使い,盗賊,侍,忍者,竜騎士,狂戦士,モンク,アサシン,精霊使い,召喚術師,王,錬金術師,弓使い,商人,遊び人,鍛冶屋,魔王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武器,斧,チェーンソー,大剣,拳銃,鉈,金属バット,釘バット,槍,ブーメラン,手りゅう弾,鉄パイプ,メリケンサック,スタンガン,弓,竹刀,警棒,ビール瓶,ビームサーベル,手裏剣,ハサミ,メイス,鞭,つるはし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
きのこ,しいたけ,カエンタケ,ベニテングタケ,なめこ,松茸,タマゴタケ,きくらげ,1UPキノコ,スーパーキノコ,キノピオ,エノキダケ,マイタケ,マッシュルーム,おちんちん,トリュフ,きのこの山,電動マッサージ器,ソーセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スプレー・香り,芳香剤,香水,アロマキャンドル,制汗スプレー,線香,石鹸,柔軟剤,電子タバコ,殺虫スプレー,スプレー塗料,葉巻,霧吹き,ヘアスプレー,ガスボンベ,アルコールスプレー,エアダスター,梨汁,のどスプレー,ハッカ油,ファブリーズ,唐辛子スプレー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恐竜・UMA・古代生物,マンモス,サーベルタイガー,ティラノサウルス,トリケラトプス,ブラキオサウルス,プテラノドン,北京原人,アノマロカリス,三葉虫,ネッシー,チュパカブラ,ツチノコ,ビッグフット,アンモナイト,ステゴサウルス,ゴキブリ,河童,人魚,魚人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道路にあるもの,止まれ(標識),進入禁止(標識),一方通行(標識),信号機,横断歩道,駐車禁止(標識),街灯,ジャスコ110㎞先,車両進入禁止,電柱,電線,マンホール,落石のおそれあり(標識),ガードレール,バス停,街路樹,この先工事中,消火栓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
性格,意地っ張り,さみしがり,やんちゃ,勇敢,図太い,腕白,能天気,呑気,控えめ,おっとりや,うっかりや,冷静,穏やか,大人しい,慎重,生意気,臆病,せっかち,陽気,無邪気,照れ屋,がんばりや,素直,気まぐれ,真面目,ツンデレ,腹黒い,短気,高飛車,頑固,お人よし,優しい,内気,自分勝手,ヤンデレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歴史・三国志,卑弥呼,織田信長,豊臣秀吉,徳川家康,劉備,曹操,孫権,董卓,坂本龍馬,伊達政宗,西郷隆盛,芥川龍之介,夏目漱石,宮沢賢治,野口英世,福沢諭吉,マリー・アントワネット,ペリー,呂布,ナポレオン,諸葛孔明,ゴッホ,葛飾北斎,ナイチンゲール,トーマス・エジソン,ダーウィン,ガリレオ・ガリレイ,アイザック･ニュートン,弁慶,ジャンヌ・ダルク,レオナルド・ダ・ヴィンチ,アインシュタイン,ジャック・ザ・リッパー,紫式部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誉め言葉,かわいい,かっこいい,イケメン,美人,センスがいい,良い体してんねぇ,清潔感がある,存在感がある,太っ腹,包容力がある,いい奴,器が大きい,貫禄がある,優しい,勇気がある,運動神経が良い,いい声,髪が綺麗,肌が綺麗,セクシー,元気がいい,頭がいい,根性ある,すごーい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
とげとげ,ウニ,いがぐり,ハリネズミ,サボテン,タラバガニ,釘バット,ドリアン,薔薇,まきびし,オニヒトデ,有刺鉄線,ヤマアラシ,毛虫,モーニングスター (武器) ,もやっとボール,ハリセンボン（魚）,剣山,尿路結石,たわし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光輝く,ハゲ,スポットライト,太陽,懐中電灯,照明弾,花火,車のライト,雷,レーザー光線,変身中の魔法少女,鏡,ミラーボール,星空,100万ドルの夜景,蛍,電球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
味噌汁の具,ほうれん草,豆腐,キャベツ,わかめ,長ネギ,なめこ,しめじ,あさり,しじみ,大根,油揚げ,カボチャ,玉ねぎ,ジャガイモ,インゲン豆,とり団子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ぬめぬめ,ローション,オリーブオイル,ごま油,よだれ,スライム,なめくじ,なめこ,長いも,うなぎ,かたつむり,石鹸水,オクラ,納豆,鼻水,メカブ,なまこ,腐った味噌汁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お面,ひょっとこのお面,般若のお面,能面のお面,ホッケーマスク,キャッチャーマスク,ウルトラマンのお面,アンパンマンのお面,ピカチュウのお面,ドラえもんのお面,戦隊もののレッドのお面,アノニマスのお面,マリオのお面,狐のお面,鬼のお面,セーラームーンのお面,キティちゃんのお面,初音ミクのお面,ドラミちゃんのお面,ジバニャンのお面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
体液吸う・寄生,ノミ,蚊,ヒル,吸血鬼,チスイコウモリ,ブヨ,ダニ,シラミ,チュパカブラ,ギョウチュウ,エキノコックス,アニサキス,蠅,ヤゴ,タガメ,蜘蛛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有名人（歴史/政治）,ウラジーミル・プーチン,アドルフ・ヒトラー,ポル・ポト,金正日,金正恩,ヨシフ・スターリン,毛沢東,安倍晋三,麻生太郎,小泉純一郎,ドナルド・トランプ,バラク・オバマ,エイブラハム・リンカーン,ジョージ・W・ブッシュ,習近平,ロドリゴ・ドゥテルテ,盧 武鉉（ノ・ムヒョン),ナポレオン・ボナパルト,織田信長,鳩山由紀夫,菅直人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本,英単語辞書,広辞苑,教科書,コロコロコミック,同人誌の総集編,分厚いライトノベル,百科事典,少年ジャンプ,昆虫図鑑,植物図鑑,キノコ図鑑,魚図鑑,動物図鑑,六法全書,ネクロノミコン,聖書,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マスコット,ふなっしー,ひこにゃん,くまモン,ペコちゃん,カーネル・サンダース,ドナルド・マクドナルド,ドアラ（中日）,SUUMO,ポン・デ・ライオン,どーもくん,NOVAうさぎ,つば九郎（ヤクルト）,トラッキー（阪神）,バファローベル（オリックス）,ハローキティ,メロン熊,せんとくん,地デジカ,ミッキーマウス,ミッフィー,たれぱんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エセ化学・詐欺,ロボトミー手術,ダウジング,水素水,UFO,ムー大陸,永久機関,断食療法,ネッシー,マルチ商法,オレオレ詐欺,結婚詐欺,架空請求詐欺,寸借詐欺,リフォーム詐欺,保険金詐欺,ワンクリック詐欺,STAP細胞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お薬だよ！,痔の薬,モンスターエナジー,睡眠薬,風邪薬,リポビタンD,オロナミンC,大麻,正露丸,モルヒネ,養命酒,コーラ,コカイン,スピリタス,脱法ハーブ,ヒロポン,シンナー,インスリン注射,のどスプレー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
攻撃,ヤクザキック（ケンカキック）,右ストレート,頭突き,目つぶし,噛みつき,アームロック,体当たり,ひっかく,ラリアット,バックドロップ,チョップ,アッパー,背負い投げ,ドロップキック,肘打ち,掌底打ち,膝蹴り,トンファーキック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
なんかそれっぽい場所,富士の樹海,群馬県,アマゾン熱帯雨林,北朝鮮,ヨハネスブルグ,網走,あいりん地区,イラク,北斗の拳の世界,原始時代,江戸,中世ヨーロッパ,アフリカ,ソビエト連邦,フィリピン,ナチス・ドイツ,西表島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花火,ヘビ花火,打ち上げ花火,線香花火,ねずみ花火,ロケット花火,手持ち花火,噴出花火,パラシュート花火,ナイヤガラ花火,ダイナマイト,敵が爆発四散する,爆竹,手りゅう弾,惑星の爆発,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吹き出す,メントスコーラ,噴水,ウォシュレット,牛乳を吹き出す,酷い下痢,水鉄砲,目を洗う蛇口,鼻から牛乳,くしゃみ,母乳,我慢した後のおしっこ,勢いよく鼻血が出る,間欠泉,口から炎を吐き出す,スイカの種を勢いよく口から飛ばす,噴火,噴飯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
でかい,ロシア,アフリカゾウ,マッコウクジラ,東京タワー,キリン,太平洋,富士山,ティラノサウルス,大和(戦艦),巨人,Apple,グレンラガン(最終形態),太陽,ウルトラマン,ゴジラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちいさい・子供,ミジンコ,妖精,子犬,子猫,子牛,子豚,子供,子馬,ねずみ,りす,うさぎ,なまこ,ハエトリグモ,ひよこ,ミツバチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
痛い,尿路結石,出産,ちんちんをズボンのチャックに挟む,腹パン,中学生の頃に作った創作ノート,足の小指をぶつける,骨折,腹痛,腰痛,肩こり,頭痛,痛風,金的(金玉への攻撃),スズメバチに刺される,生理痛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人種or亜人or人型,白人,黄色人種,猿,ゴリラ,河童,エルフ,ハーフエルフ,ダークエルフ,竜人,魚人,人魚,ゾンビ,ドワーフ,フェアリー,ゴブリン,オーク,エイリアン,鬼,人狼/ワーウルフ,ラミア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
森,ブロッコリーの山,富士の樹海,アマゾン熱帯雨林,学校の裏山,この木なんの木,きのこの山,腐海(風の谷のナウシカ),ポプラ並木,西表島,エルフの森,ゴブリンの森,スライムの森,ハーピーの森,サキュバスの森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爆発だ,芸術,ダイナマイト,卵をレンジでチン,手りゅう弾,堪忍袋,花火,風船,ガスボンベ,ビッグバン,中国製のスマホ,なまこ,ポップコーンの種,シャボン玉,ばくだんいわ,マルマイン,わたパチ,クラッカー(お祝い等で使う方),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
よくある創作での男女,上司と部下,教師と生徒,幼馴染の男女,鍵っ子と隣人,同級生の男女,サークルの先輩後輩,キャバ嬢と客,店員と客,店長と店員,少年と近所のお姉さん,生徒会長と副会長,大家さんと住居人,アイドルとプロデューサー,貴族と使用人,コーチと生徒,義理の兄妹or姉弟,指揮官と部下,義理の親子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
せやな,死にたい,5000兆円欲しい,人の奢りで焼肉食べたい,エッチしたい,美少女になりたい,画力が欲しい,二次元に行きたい,貝になりたい,褒めて欲しい,娘が欲しい,結婚したい,時間が欲しい,過去に戻りたい,力が欲しい,イケメンになりたい,モテたい,レアキャラが欲しい,世界が欲しい,この世の真理を知りたい,神になりたい,寝たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宴会芸,一気飲み,裸踊り,腹太鼓,腹踊り,スプーン曲げ,モノマネ,手品,一気食い,火のついたタバコを口に入れて戻す,漫才,二人羽織,一気脱ぎ,PPAP,歌を歌う,テーブルクロス引き,お尻で割り箸を割る,バット折り,バク転する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
